Location	Name	ID	Count	Slots
Charm	Empty	0	0	0
Ear	Empty	0	0	0
Head	Blood Lord's Crown	31098	1	6
Head-Slot1	Empty	0	0	0
Head-Slot2	Empty	0	0	0
Face	Griffon Tamer's Mask	46387	1	6
Face-Slot1	Empty	0	0	0
Ear	Wolf Fang Earring	2092	1	6
Ear-Slot1	Empty	0	0	0
Neck	Spider Fur Collar	25295	1	6
Neck-Slot1	Empty	0	0	0
Shoulders	Etched Zxrathil Pauldrons	40281	1	6
Shoulders-Slot1	Empty	0	0	0
Arms	Blood Lord's Vambraces	31100	1	6
Arms-Slot1	Empty	0	0	0
Arms-Slot2	Empty	0	0	0
Back	Cloak of Flames	11621	1	6
Back-Slot1	Empty	0	0	0
Wrist	Blood Ember Bracer	4525	1	6
Wrist-Slot1	Empty	0	0	0
Wrist-Slot2	Empty	0	0	0
Wrist	Blood Lord's Bracer	31101	1	6
Wrist-Slot1	Empty	0	0	0
Wrist-Slot2	Empty	0	0	0
Range	Festive Doll	69229	1	6
Range-Slot1	Empty	0	0	0
Hands	Blood Lord's Gauntlets	31102	1	6
Hands-Slot1	Empty	0	0	0
Hands-Slot2	Empty	0	0	0
Primary	Black Rock Maul of Crushing	31413	1	6
Primary-Slot1	Empty	0	0	0
Primary-Slot2	Frightstone Hammer Ornament	81555	1	6
Secondary	Massive Underbulk Shell	19714	1	6
Secondary-Slot1	Empty	0	0	0
Secondary-Slot2	Frightstone Shield Ornament	81558	1	6
Fingers	Palladium Fire Opal Ring	45916	1	6
Fingers-Slot1	Empty	0	0	0
Fingers	Palladium Fire Opal Ring	45916	1	6
Fingers-Slot1	Empty	0	0	0
Chest	Blood Lord's Breastplate	31099	1	6
Chest-Slot1	Empty	0	0	0
Chest-Slot2	Empty	0	0	0
Legs	Blood Lord's Greaves	31103	1	6
Legs-Slot1	Empty	0	0	0
Legs-Slot2	Empty	0	0	0
Feet	Blood Lord's Boots	31104	1	6
Feet-Slot1	Empty	0	0	0
Feet-Slot2	Empty	0	0	0
Waist	Chitinous Belt	28728	1	6
Waist-Slot1	Empty	0	0	0
Power Source	Empty	0	0	0
Ammo	Lava Braxi Saddle	54807	1	6
General 1	Backpack	17005	1	8
General 1-Slot1	Water Flask	13006	95	6
General 1-Slot2	Quality Firing Sheet	16907	1	6
General 1-Slot3	Geerlok Automated Hammer	7447	1	6
General 1-Slot3-Slot1	Empty	0	0	0
General 1-Slot4	Empty	0	0	0
General 1-Slot5	Empty	0	0	0
General 1-Slot6	Empty	0	0	0
General 1-Slot7	Empty	0	0	0
General 1-Slot8	Empty	0	0	0
General 2	Backpack	17005	1	8
General 2-Slot1	Empty	0	0	0
General 2-Slot2	Empty	0	0	0
General 2-Slot3	Empty	0	0	0
General 2-Slot4	Empty	0	0	0
General 2-Slot5	Empty	0	0	0
General 2-Slot6	Empty	0	0	0
General 2-Slot7	Sunshard Dust	33790	1	6
General 2-Slot8	Bone Chips	13073	48	6
General 3	Backpack	17005	1	8
General 3-Slot1	Sunshard Pebble	33791	1	6
General 3-Slot2	Empty	0	0	0
General 3-Slot3	Nimbus of the Faceless	40659	1	6
General 3-Slot4	Empty	0	0	0
General 3-Slot5	Sebilisian Great Sword Ornamentation	43516	1	6
General 3-Slot6	Empty	0	0	0
General 3-Slot7	Sebilisian War Hammer Ornamentation	43513	1	6
General 3-Slot8	Empty	0	0	0
General 4	Backpack	17005	1	8
General 4-Slot1	Empty	0	0	0
General 4-Slot2	Empty	0	0	0
General 4-Slot3	Empty	0	0	0
General 4-Slot4	Empty	0	0	0
General 4-Slot5	Empty	0	0	0
General 4-Slot6	Empty	0	0	0
General 4-Slot7	Empty	0	0	0
General 4-Slot8	Empty	0	0	0
General 5	Backpack	17005	1	8
General 5-Slot1	Edge of Envelopment	70228	1	6
General 5-Slot1-Slot1	Empty	0	0	0
General 5-Slot1-Slot2	Empty	0	0	0
General 5-Slot2	Dragorn Claw Scepter	70161	1	6
General 5-Slot2-Slot1	Empty	0	0	0
General 5-Slot2-Slot2	Empty	0	0	0
General 5-Slot3	Primal Velium Claidhmore	27323	1	6
General 5-Slot3-Slot1	Empty	0	0	0
General 5-Slot3-Slot2	Empty	0	0	0
General 5-Slot4	Blade of the Twice Bitten	89311	1	6
General 5-Slot4-Slot1	Empty	0	0	0
General 5-Slot4-Slot2	Empty	0	0	0
General 5-Slot5	Fossilized Griffon Eye	80385	1	6
General 5-Slot6	Shard of Night	5841	1	6
General 5-Slot6-Slot1	Empty	0	0	0
General 5-Slot6-Slot2	Empty	0	0	0
General 5-Slot7	Empty	0	0	0
General 5-Slot8	Empty	0	0	0
General 6	Fenith's Griffon Treat Kit	13624	1	4
General 6-Slot1	Empty	0	0	0
General 6-Slot2	Empty	0	0	0
General 6-Slot3	Empty	0	0	0
General 6-Slot4	Empty	0	0	0
General 7	Backpack	17005	1	8
General 7-Slot1	Empty	0	0	0
General 7-Slot2	Empty	0	0	0
General 7-Slot3	Empty	0	0	0
General 7-Slot4	Empty	0	0	0
General 7-Slot5	Empty	0	0	0
General 7-Slot6	Empty	0	0	0
General 7-Slot7	Empty	0	0	0
General 7-Slot8	Primary Anchor Transport Device	57851	1	6
General 8	Backpack	17005	1	8
General 8-Slot1	Empty	0	0	0
General 8-Slot2	Empty	0	0	0
General 8-Slot3	Empty	0	0	0
General 8-Slot4	Empty	0	0	0
General 8-Slot5	Empty	0	0	0
General 8-Slot6	Empty	0	0	0
General 8-Slot7	Empty	0	0	0
General 8-Slot8	Empty	0	0	0
General 9	Metal Bits	16905	2	6
General 10	Satchel of Legacies Lost	17527	1	7
General 10-Slot1	Flawed Defiant Plate Gauntlets	50118	1	6
General 10-Slot1-Slot1	Empty	0	0	0
General 10-Slot1-Slot2	Empty	0	0	0
General 10-Slot1-Slot3	Empty	0	0	0
General 10-Slot2	Package of Defiant Armor	17525	1	6
General 10-Slot3	Package of Defiant Armor	17525	1	6
General 10-Slot4	Scabbard of Hope	17526	1	6
General 10-Slot5	Potion of Adventure	40605	10	6
General 10-Slot6	Potion of Speed	40682	10	6
General 10-Slot7	Book of Knowledge	17523	1	6
Held	Empty	0	0	0
Bank1	Trader's Satchel	17899	1	10
Bank1-Slot1	Small Brick of Unrefined Ore	10396	1	6
Bank1-Slot2	Silvril Ore	34239	26	6
Bank1-Slot3	Iron Ore	34238	15	6
Bank1-Slot4	Small Brick of Unrefined Ore	10396	1	6
Bank1-Slot5	Gnoll Smithy Ore	54650	1	6
Bank1-Slot6	Small Brick of Unrefined Ore	10396	1	6
Bank1-Slot7	Spider Egg	54657	11	6
Bank1-Slot8	Tin Ore	34237	2	6
Bank1-Slot9	Small Brick of Unrefined Ore	10396	1	6
Bank1-Slot10	Enchanted Essence of Shadow	84215	1	6
Bank2	Trader's Satchel	17899	1	10
Bank2-Slot1	Farmer's Hoe	57017	1	6
Bank2-Slot2	Large Cloth Shirt	1028	1	6
Bank2-Slot2-Slot1	Empty	0	0	0
Bank2-Slot2-Slot2	Empty	0	0	0
Bank2-Slot3	Empty	0	0	0
Bank2-Slot4	Thalium Breastplate Template	35296	1	6
Bank2-Slot5	Tacky Silk	34213	2	6
Bank2-Slot6	Thick Silk	34215	1	6
Bank2-Slot7	Mangled Animal Pelt	34225	1	6
Bank2-Slot8	Small Brick of Unrefined Ore	10396	1	6
Bank2-Slot9	Flawed Defiant Leather Gloves	50132	1	6
Bank2-Slot9-Slot1	Empty	0	0	0
Bank2-Slot9-Slot2	Empty	0	0	0
Bank2-Slot9-Slot3	Empty	0	0	0
Bank2-Slot10	Alkaline Loam	34877	7	6
Bank3	Trader's Satchel	17899	1	10
Bank3-Slot1	Large Raw-Hide Leggings	2171	1	6
Bank3-Slot1-Slot1	Empty	0	0	0
Bank3-Slot1-Slot2	Empty	0	0	0
Bank3-Slot2	Thalium Ore	34240	5	6
Bank3-Slot3	Gloomingdeep Lantern	9979	1	6
Bank3-Slot3-Slot1	Empty	0	0	0
Bank3-Slot4	Potion of Minor Quickening	53490	10	6
Bank3-Slot5	Brick of Crude Iron Ore	19630	1	6
Bank3-Slot6	Brick of Crude Iron Ore	19630	1	6
Bank3-Slot7	Brick of Crude Iron Ore	19630	1	6
Bank3-Slot8	Brick of Crude Iron Ore	19630	1	6
Bank3-Slot9	Brick of Crude Iron Ore	19630	1	6
Bank3-Slot10	The Ogres Come of Age	57975	1	6
Bank4	Trader's Satchel	17899	1	10
